id,slug,name,metacritic,released,tba,updated,website,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,platforms,developers,genres,publishers,esrb_rating,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing
3487,phone-tree,Phone Tree,,1/26/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,24,0,0,PC||macOS||Linux,braindouche,Simulation,,,0,0,0,0,0,0
3488,tales-runner,Tales Runner,,2/17/2015,FALSE,2019-09-17T08:44:45,http://tr.ogplanet.com/en/main.og,2,1,1,15,6,448,0,6,PC,Rhaon Entertainment,Action||Adventure||Racing||Casual,OGPlanet,,5,176,2,0,3,0
3489,a-gralha-azul,A Gralha Azul,,6/14/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,72,0,0,Web,Jocelin Vianna,Adventure||Educational,,,0,0,0,0,0,0
3490,dont-open-that-door,Don't Open That Door,,8/25/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,56,0,0,PC,Artiko,,,,0,0,0,0,0,0
3491,historias-de-fm-el-videojuego,Historias de FM: El videojuego,,10/10/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,145,0,0,PC,FISTROMAN||Geeexe,,,,0,0,0,0,0,0
3492,castle-storm,Castle Storm,,4/4/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,1,15,0,1,PC||Web,JackOatley,Strategy||Fighting,,,0,1,0,0,1,0
3493,dream-warrior,Dream Warrior,,6/19/2014,FALSE,2019-03-29T11:27:34,,0,0,0,0,2,141,0,2,PC||macOS,PALGAL,,,,0,1,0,0,1,0
3494,fuu-chans-idol-adventure,Fuu-chan's Idol Adventure,,4/1/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,116,0,0,PC||macOS||Linux,Touwaku,,,,0,0,0,0,0,0
3495,questionable-markup,Questionable Markup,,8/29/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,68,0,0,PC||macOS||Linux,Dark Gravity Games,Strategy,,,0,0,0,0,0,0
3496,hard-mode-101,Hard Mode 101,,10/29/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,1,128,0,1,PC||macOS||Linux,shyupuff,RPG,,,0,0,0,0,0,0
3497,fighting-emo,Fighting Emo,,9/22/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,55,0,0,PC||macOS||Linux,MiserableLittleCompany,Action,,,0,0,0,0,0,0
3498,rokh,ROKH,,5/16/2017,FALSE,2019-08-28T22:14:29,http://www.rokhthegame.com,0,0,7,7,4,561,0,4,PC,Nvizzio Creations||Darewise Entertainment,Action||Adventure||RPG||Strategy||Simulation||Massively Multiplayer||Indie,Darewise Entertainment,,0,17,0,1,2,0
3499,enemy-mind-too-play-in-browser,Enemy Mind Too (Play in Browser),,8/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,17,0,0,Web,Mike T @ Schell Games,,,,0,0,0,0,0,0
3500,mosh-pit,Mosh Pit (itch),,11/14/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,223,0,0,PC,Gaugepunk Games,Shooter,,,0,0,0,0,0,0
3501,popular-prototype,Popular (prototype),,12/23/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,6,0,0,PC||macOS||Linux,JP LeBreton,Simulation,,,0,0,0,0,0,0
3502,the-elevator-game,The Elevator Game,,10/28/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,9,0,0,PC||macOS||Linux||Web,Owlor,,,,0,0,0,0,0,0
3503,chrysalis-pyramid,Chrysalis Pyramid,,1/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,184,0,0,PC,runevision,Platformer,,,0,0,0,0,0,0
3504,text-me-when-you-get-home,text me when you get home,,4/27/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,11,0,0,Web,Visager,,,,0,0,0,0,0,0
3505,purifire,Purifire,,2/12/2017,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,88,0,0,PC,TodesBrot||Walictor,Platformer,,,0,0,0,0,0,0
3506,to-west,to west,,6/29/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,106,0,0,PC||macOS||Linux,Pol Clarissou,,,,0,0,0,0,0,0
3507,grail,GRAIL,,1/13/2015,FALSE,2019-08-23T11:30:55,,0,0,0,0,0,41,0,0,PC||Web,Paul Law,Platformer,,,0,0,0,0,0,0
3508,holy-potatoes-were-in-space,Holy Potatoes! We’re in Space?!,,2/13/2017,FALSE,2019-09-17T04:26:56,http://www.holypotatoesgame.com,2.89,4,4,101,34,392,0,35,macOS||iOS||PC||Linux,Daedalic Entertainment||Daylight Studios||Daylight Studios Pte,Adventure||Simulation||Indie,Daedalic Entertainment||Daylight Studios Pte,Teen,74,745,1,5,17,1
3509,hierofania,Hierofanía,,2/26/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,138,0,0,PC||macOS||Linux,ludeshka,RPG,,,0,0,0,0,0,0
3510,the-last-time-itch,The Last Time (itch),,9/25/2016,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,131,0,0,PC||macOS||Linux,Big Cow,Adventure,,,0,0,0,0,0,0
3511,pocket-legacy,Pocket Legacy,,2/23/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,47,0,0,PC||macOS||Linux||Android,Kinifi,Simulation||Puzzle,,,0,0,0,0,0,0
3512,ourmaze,Ourmaze,,10/31/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,111,0,0,PC,Toocat,Adventure||Puzzle,,,0,0,0,0,0,0
3513,dragonball-z-the-ultimate-test,Dragonball Z The Ultimate Test,,11/27/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,23,0,0,PC||macOS||Linux,jasmineb33,Adventure,,,0,0,0,0,0,0
3514,pub-simulator-2016,Pub Simulator 2016,,4/2/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,73,0,0,Web,betajaen,Simulation,,,0,0,0,0,0,0
3515,memories-itch,Memories (itch),,8/8/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,103,0,0,PC||Android,Dale Green,RPG,,,0,0,0,0,0,0
3516,daemon-vs-demon,Daemon vs Demon,,11/26/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,203,0,0,PC||macOS||Linux,securas,Shooter||RPG,,,0,0,0,0,0,0
3517,gates-of-hell,Gates of Hell,,11/5/2019,FALSE,2020-12-16T15:07:27,,0,0,7,0,2,563,0,2,Nintendo Switch||Linux||macOS||PC,Super Icon||Barbed Wire Studios,Action||Strategy||Simulation||Indie,Super Icon||Best Way Soft,Mature,3,7,0,3,0,0
3518,resident-evil-re7make,Resident Evil RE(7)make (itch),,5/21/2017,FALSE,2019-01-24T15:37:03,,0,0,0,0,1,80,0,1,PC,Lord_DeeJay,Action,,,0,0,0,0,1,0
3519,metal-gear-hank-v-gun-eater,Metal Gear Hank V: Gun Eater,,3/19/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,32,0,0,PC,codesuper,Action||Adventure,,,0,0,0,0,0,0
3520,arthur,Arthur,,4/18/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,23,0,0,Web,piratescarfy,,,,0,0,0,0,0,0
3521,skullshot-multiplayer,Skullshot Multiplayer,,1/17/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,31,0,0,PC||macOS||Linux||Web,Virtually Competent,Platformer,,,0,0,0,0,0,0
3522,that-dam-level,That Dam Level,,10/13/2015,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,66,0,0,PC||Linux,noiarc,Platformer,,,0,0,0,0,0,0
3523,chromacore,Chromacore,,5/16/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,66,0,0,PC||macOS||Linux,incendiaryindustries,Platformer,,,0,0,0,0,0,0
3524,warbands-bushido,Warbands: Bushido,,11/29/2016,FALSE,2019-10-22T14:30:48,http://warbandsbushido.com,3.11,4,2,28,9,354,0,9,macOS||iOS||Linux||PC,"Red Unit Studios||Red Unit, OOO",Strategy||Board Games,"Red Unit Studios||Red Unit, OOO",Teen,1,120,0,0,2,0
3525,clutch-itch,Clutch (itch),,9/12/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,35,0,0,PC||macOS||Linux,Mike Agresta,,,,0,0,0,0,0,0
3526,murderland,Murderland,,8/20/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,50,0,0,PC,Elizabeth Sampat,Strategy,,,0,0,0,0,0,0
3527,slimefriend-prototype,Slimefriend! [PROTOTYPE],,2/28/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,32,0,0,Android||PC||macOS||Linux,fluffy,,,,0,0,0,0,0,0
3528,enemy-mind-too,Enemy Mind Too,,8/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,17,0,0,PC||Linux,Mike T @ Schell Games,,,,0,0,0,0,0,0
3529,150-seconds,150 seconds,,12/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,101,0,0,PC,JonasZakostelsky,Shooter||Platformer,,,0,0,0,0,0,0
3530,orbit-defense-strikeforce,Orbit Defense Strikeforce,,4/21/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,56,0,0,Linux,Lucas Vieira,Action,,,0,0,0,0,0,0
3531,my-little-sister,My Little Sister,,8/13/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,77,0,0,PC,alderis88,Adventure,,,0,0,0,0,0,0
3532,kaiju-tycoon,Kaiju Tycoon,,11/4/2015,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,89,0,0,Web,No Wand Studios,Simulation,,,0,0,0,0,0,0
3533,loot-snake,Loot Snake,,6/10/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,PC||macOS||Linux,Last Quarter Studios,Action,,,0,0,0,0,0,0
3534,adventure-to-fate-battle-arena-jrpg,Adventure To Fate: Battle Arena JRPG,,1/22/2015,FALSE,2019-10-22T14:27:37,http://www.adventuretofate.com,0,0,0,0,0,290,0,0,iOS,TouchMint,Adventure||RPG,TouchMint,,0,0,0,0,0,0
3535,crusader-kings-ii,Crusader Kings II,82,2/14/2012,FALSE,2019-09-17T03:11:01,http://www.crusaderkings.com/,3.6,4,3,161,499,522,2,503,PC||Linux||macOS,Paradox Development Studio,Strategy||Simulation,Paradox Interactive,,357,4203,98,31,207,68
3536,go-mans-sky,Go Man's Sky,,4/25/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,7,0,0,PC||macOS,rawktron,Adventure,,,0,0,0,0,0,0
3537,po,PO,,7/22/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,26,0,0,PC,TheophileGarnier||Romain Rope,Action,,,0,0,0,0,0,0
3538,kill-dad,Kill Dad,,12/29/2013,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,69,0,0,PC,nurseOstsAudy,,,,0,0,0,0,0,0
3539,study-with-me-demo,Study With Me [ Demo ],,4/4/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,94,0,0,PC||macOS||Linux,Bruised Banana,Educational,,,0,0,0,0,0,0
3540,road-rush-racer,Road Rush Racer,,8/11/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,95,0,0,Web,KM-Games,Action||Racing,,,0,0,0,0,0,0
3541,worst-chess-esther-sauce,Worst Chess (Esther Sauce),,5/2/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,15,0,0,PC||macOS||Linux||Android||Web,Ludonaut,,,,0,0,0,0,0,0
3542,willy-nilly-knight,Willy-Nilly Knight,,5/18/2017,FALSE,2019-09-17T14:19:36,http://willynillyknight.com/,3.09,4,3,15,11,446,0,11,PC||macOS,Double Dice Games,Adventure||RPG||Indie,Double Dice Games,,1,50,3,2,4,0
3543,harvest-hands-pre-alpha-demo,Harvest Hands - Pre-Alpha Demo,,9/26/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,153,0,0,PC,Goblin Hammer Games,RPG,,,0,0,0,0,0,0
3544,sxo4857q,sxo4857q,,11/13/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,113,0,0,PC||macOS||Linux,Sophie Houlden,Racing,,,0,0,0,0,0,0
3545,beater-spirit-itch,Beater Spirit (itch),,12/15/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,204,0,0,PC,xdgonx,Action||RPG||Platformer,,,0,0,0,0,0,0
3546,jumper-jon-protoype,Jumper Jon - Protoype,,1/15/2018,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,79,0,0,macOS||Android||Web,Ogre Pixel,Action||Platformer,,,0,0,0,0,0,0
3547,marshall-avatar-generator,Marshall Avatar Generator,,6/30/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,44,0,0,Web,Nomi,,,,0,0,0,0,0,0
3548,blue-square-gals,Blue Square Gals,,10/28/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,100,0,0,Android,Oscar Celestini Retrogames,Puzzle,,,0,0,0,0,0,0
3549,zombification,Zombification,,2/3/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,1,152,0,1,PC,OutOfMyMindGames,RPG,,,0,2,0,0,0,0
3550,2d-platformer-zombie-defend-base-survival-kit,2D Platformer - Zombie Defend Base Survival KIT,,10/16/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,18,0,0,,Steelkrill Studio,Action,,,0,0,0,0,0,0
3551,mars-commando,Mars Commando,,12/9/2014,FALSE,2019-08-28T23:28:17,,0,0,0,0,0,129,0,0,Web,Vidroid,Strategy,,,0,0,0,0,0,0
3552,ouranos-beset-by-frogs,"OURANOS, BESET BY FROGS",,9/15/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,11,0,0,PC,rexsc,,,,0,0,0,0,0,0
3553,raceroom-racing-experience,RaceRoom Racing Experience,,2/12/2013,FALSE,2019-09-17T03:27:40,http://game.raceroom.com,2.31,1,1,0,99,310,0,99,PC,Sector3 Studios,Simulation||Sports||Racing,Sector3 Studios||RaceRoom Entertainment,,80,1864,3,1,34,1
3554,kaiju-snap,Kaiju Snap,,2/26/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,131,0,0,PC,Kaiju Snap,Adventure,,,0,0,0,0,0,0
3555,tripper,Tripper,,8/25/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,7,0,0,Web,ToothandClaw,Platformer,,,0,0,0,0,0,0
3556,summer-special,Summer Special!,,5/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,148,0,0,PC||macOS||Linux,Sugar Star Games,RPG,,,0,0,0,0,0,0
3557,zombie-town-itch,Zombie Town (itch),,12/29/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,114,0,0,PC||Android,Legorobotdude,Shooter,,,0,0,0,0,0,0
3558,sagasu-hd,Sagasu HD,,7/19/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,26,0,0,PC||macOS||Linux,PlayKiseki,,,,0,0,0,0,0,0
3559,ghost,Ghost,,3/12/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,16,0,0,PC||macOS||Linux,Daniel J Glendening,,,,0,0,0,0,0,0
3560,ephem,Ephem,,7/23/2016,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,88,0,0,PC||macOS,rozel,RPG,,,0,0,0,0,0,0
3561,torn-sails,Torn Sails,,9/5/2016,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,16,0,0,PC,Game Greg,Action,,,0,0,0,0,0,0
3562,furymath2,FuryMath2,,5/21/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,94,0,0,PC||macOS||Linux,FuryGames,Educational,,,0,0,0,0,0,0
3563,azusa-online,Azusa Online,,2/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,213,0,0,PC,Inutaishos,RPG,,,0,0,0,0,0,0
3564,overclocked-a-history-of-violence,Overclocked: A History of Violence,70,4/6/2007,FALSE,2019-09-17T12:05:21,,3.09,4,1,0,11,270,0,11,PC,House of Tales,Action||Adventure||Indie,THQ Nordic,,3,102,15,3,2,0
3565,timore-inferno-itch,TIMORE INFERNO (itch),,2/22/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,306,0,0,PC,Vidas Šalavėjus,Action,,,0,0,0,0,0,0
3566,giants,G.I.A.N.T.S,,8/18/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,11,0,0,PC,Nicholas Staracek||Nic Lyness||CalebBarton||Mechanolith||PritishCh||Macauley Bell-Maier,Adventure||Puzzle,,,0,0,0,0,0,0
3567,propaganda-demo-v03,PROPAGANDA DEMO V.0.3,,9/12/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,16,0,0,PC,Dev Du Dimanche,Shooter,,,0,0,0,0,0,0
3568,little-antifa-novel,Little Antifa Novel,,11/2/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,188,0,0,PC||macOS||Linux||Web,Mauro Vanetti||chiaraninjabit,,,,0,0,0,0,0,0
3569,metritronhf,MetritronHF,,10/3/2013,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,118,0,0,PC,Alexander Taylor,Shooter,,,0,0,0,0,0,0
3570,plugplay,Plug&Play,,7/31/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,15,0,0,PC||Web,miro662,Puzzle,,,0,0,0,0,0,0
3571,jazzy-beats,Jazzy Beats,,12/5/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,125,0,0,Web||PC||macOS||Linux,Whales And Games||JorgeGameDev||The 'moski||RobinHoodPT,Action||Fighting,,,0,0,0,0,0,0
3572,zen,ZEN (itch),,11/4/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,285,0,0,PC,HarmonyStudios,,,,0,0,0,0,0,0
3573,little-red,Little Red,,7/15/2018,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,107,0,0,PC,Memodol,Platformer,,,0,0,0,0,0,0
3574,armored-freedom,Armored Freedom,,3/24/2017,FALSE,2019-08-28T22:14:29,http://www.armoredfreedom.com,0,0,4,21,0,292,0,0,Linux||macOS||PC||Xbox One,Killer Bees Games,Strategy,Killer Bees Games,,0,26,0,0,0,0
3575,fistmebro,FistMeBro!,,12/13/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,40,0,0,PC,mmena,Action,,,0,0,0,0,0,0
3576,wyrmdigger,Wyrmdigger,,8/8/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,85,0,0,PC,Samuel Partridge,RPG,,,0,0,0,0,0,0
3577,pairidaeza,Pairidaeza,,6/17/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,68,0,0,Web,mostopha,,,,0,0,0,0,0,0
3578,one-strike-demo,One Strike Demo,,10/10/2016,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,56,0,0,Web,Inc4nuS,Action||Fighting,,,0,0,0,0,0,0
3579,timeframe-original-prototype,TIMEframe Original Prototype,,4/30/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,38,0,0,PC||macOS,x70x,,,,0,0,0,0,0,0
3580,dream-ghost,Dream Ghost,,12/6/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,24,0,0,PC||macOS,Ellen Cunningham,,,,0,0,0,0,0,0
3581,the-deer-god-itch,The Deer God (itch),,12/6/2014,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,268,0,0,PC,Crescent Moon Games,Platformer,,,0,2,0,0,0,0
3582,cube-shooter-31,Cube Shooter 31,,12/8/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,48,0,0,,cachila4408,Shooter,,,0,0,0,0,0,0
3583,the-spy-who-shot-me-itch,The spy who shot me (itch),,12/9/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,197,0,0,PC,bluestargeneral,Shooter,,,0,0,0,0,0,0
3584,frostbites-all-ages-version,Frostbites (All Ages Version),,11/2/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,121,0,0,PC||macOS||Linux,Kari Avalon,,,,0,0,0,0,0,0
3585,lieat,LiEat,,2/25/2016,FALSE,2019-09-17T06:02:12,http://playism-games.com/game/271/lieat-trilogy,2.84,4,3,30,19,179,0,19,PC,△○□×,RPG||Indie,AGM PLAYISM,,49,376,8,2,10,2
3586,grim-legions,Grim Legions,,9/30/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,95,0,0,PC||macOS||Linux,ZeeFin Games,Strategy,,,0,0,0,0,0,0
3587,tusan-homichi-tuvota,Tusan Homichi Tuvota,,9/3/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,66,0,0,Web,supiket,,,,0,0,0,0,0,0
3588,the-6-digit-computer,The 6-digit computer,,7/23/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,77,0,0,PC,NNNIKKI,Puzzle,,,0,0,0,0,0,0
3589,serenity-vr,Serenity VR,,4/18/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,195,0,0,PC,Kaveh Tabar,Simulation,,,0,0,0,0,0,0
3590,horrifying-horror,Horrifying Horror,,12/5/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,178,0,0,PC,Evilrakion,Shooter,,,0,0,0,0,0,0
3591,white-world-vr-wizard-survival,White World VR Wizard Survival,,2/2/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,144,0,0,PC,WeirdWizardDave,,,,0,0,0,0,0,0
3592,i-have-been-there-twice,I Have Been There Twice,,11/15/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,74,0,0,PC||macOS||Linux,umbrella-isle,,,,0,0,0,0,0,0
3593,dan-mexica-infinite,Dan-mexica Infinite,,7/6/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,49,0,0,PC||Web,Captain Dreamcast,Fighting,,,0,0,0,0,0,0
3594,from-seed-to-snow,From Seed To Snow,,12/15/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,74,0,0,PC||Web,kitfoxgames,Simulation,,,0,0,0,0,0,0
3595,fistful-of-frags,Fistful of Frags,,5/9/2014,FALSE,2019-09-17T03:53:11,http://www.fistful-of-frags.com,3.22,4,2,17,165,508,0,167,Linux||PC||macOS,Fistful of Frags Team,Action||Indie,Fistful of Frags Team,,37,1289,27,2,89,9
3596,battery-powered-drift,Battery Powered Drift!,,3/23/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,36,0,0,Web,Sylverstone Khandr + Sylver's Edge,Sports||Racing,,,0,0,0,0,0,0
3597,ellapse,Ellapse,,10/31/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,136,0,0,PC||macOS,HelixAbyss,Adventure,,,0,0,0,0,0,0
3598,10-gnomes-in-bologna,10 Gnomes in Bologna,,2/14/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,70,0,0,PC||macOS||Linux,Mateusz Skutnik,Puzzle,,,0,0,0,0,0,0
3599,lava-runner-itch,Lava Runner (itch),,8/21/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,126,0,0,PC,blunt_action,Action||Platformer,,,0,0,0,0,0,0
3600,midnight-rendezvous,Midnight Rendezvous,,12/20/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,56,0,0,PC||macOS||Linux,Maibbit||squarebridges||erbridge,Puzzle,,,0,0,0,0,0,0
3601,roguest-demo,Roguest Demo,,3/8/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,72,0,0,PC,ClipartDev,Adventure,,,0,0,0,0,0,0
3602,arcade-racer,Arcade Racer,,8/25/2018,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,21,0,0,PC,fil47,Racing,,,0,0,0,0,0,0
3603,blue-2,Blue (itch),,4/30/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,62,0,0,PC,grifdail,,,,0,0,0,0,0,0
3604,full-bloom,Full Bloom,,2/5/2018,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,14,0,0,Web,GOOSE FAT GAMES,,,,0,0,0,0,0,0
3605,sim-jong-un,Sim Jong Un,,8/24/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,74,0,0,PC||macOS||Linux||Web,f2jason,Simulation,,,0,0,0,0,0,0
3606,detective-hank-and-the-golden-sneeze,Detective Hank and the Golden Sneeze,,6/16/2016,FALSE,2019-08-28T22:14:29,http://www.obsessivesciencegames.com/p/detective-hank.html,0,0,4,17,0,313,0,0,Linux||PC||macOS,Obsessive Science Games,Adventure||Indie||Puzzle,Obsessive Science Games,,1,8,0,0,0,0
3607,softfriends,",,,softfriends,,,",,8/30/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,106,0,0,PC,Thomas Newlands,Adventure,,,0,0,0,0,0,0
3608,bare-ass-brawler-buddies-updated-alpha-ver3,Bare-ass Brawler Buddies *UPDATED! ALPHA VER.3*,,3/18/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,83,0,0,PC||Web,Capsized Moose,Fighting||Platformer,,,0,0,0,0,0,0
3609,super-sugar-mystery-jail,SUPER SUGAR MYSTERY JAIL,,4/11/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,52,0,0,PC,pomerane,Adventure,,,0,0,0,0,0,0
3610,explobers,Explobers,,9/19/2017,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,146,0,0,PC,whatnot,Platformer,,,0,0,0,0,0,0
3611,twelve-nights-at-freddys,Twelve Nights at Freddy's,,9/20/2017,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,31,0,0,PC||macOS,Belugaking,,,,0,0,0,0,0,0
3612,hold-on-a-hand-holding-simulator,Hold On: A Hand-Holding Simulator,,11/27/2016,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,24,0,0,PC||macOS||Web,danielvincenz,Simulation,,,0,0,0,0,0,0
3613,crap-attack-itch,Crap Attack (itch),,7/21/2017,FALSE,2019-08-28T23:24:53,,0,0,0,0,0,122,0,0,PC||Linux,Catom Games,Platformer,,,0,0,0,0,0,0
3614,3am,3am,,10/5/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,17,0,0,PC||macOS||Linux,madameberry,,,,0,0,0,0,0,0
3615,spy-infiltration,Spy Infiltration,,12/30/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,62,0,0,,TommySaba33,Shooter||Fighting,,,0,0,0,0,0,0
3616,alice-vr,ALICE VR,59,10/27/2016,FALSE,2019-08-28T22:14:29,http://alice-vr.com,0,0,6,34,1,643,0,1,PC||Linux,Carbon Studio,Adventure||Indie||Puzzle,Klabater,,0,39,0,0,0,0
3617,saudade,Saudade,,8/29/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,38,0,0,PC,itsreginemate,,,,0,0,0,0,0,0
3618,roadkill-itch,Roadkill (itch),,11/24/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,14,0,0,PC||macOS,Shawn Beck,Action,,,0,0,0,0,0,0
3619,symbol,SYMBOL,,11/1/2015,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,37,0,0,Linux||PC||macOS,Lilith Zone,,,,1,0,0,0,0,0
3620,monospaced-lovers-demo-day-21,Monospaced Lovers — Demo Day 21,,11/9/2016,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,50,0,0,PC||macOS||Linux,Scarlet String Studios,Platformer,,,0,0,0,0,0,0
3621,pong-itch,PONG (itch),,12/12/2014,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,3,0,0,PC||macOS,gliderkite,,,,0,0,0,0,0,0
3622,horrific-halls,Horrific Halls,,4/26/2018,FALSE,2019-01-09T12:41:06,,0,0,0,0,0,84,0,0,PC,AdamMizell,,,,0,0,0,0,0,0
